2023-06-01 11:39:20,297 INFO    StreamThr :18130 [internal.py:wandb_internal():86] W&B internal server running at pid: 18130, started at: 2023-06-01 11:39:20.297093
2023-06-01 11:39:20,297 DEBUG   HandlerThread:18130 [handler.py:handle_request():144] handle_request: status
2023-06-01 11:39:20,300 INFO    WriterThread:18130 [datastore.py:open_for_write():85] open: /Users/boisalai/GitHub/mlops-zoomcamp-2023/notebooks/wandb/wandb/run-20230601_113920-hod4mr5f/run-hod4mr5f.wandb
2023-06-01 11:39:20,300 DEBUG   SenderThread:18130 [sender.py:send():375] send: header
2023-06-01 11:39:20,310 DEBUG   SenderThread:18130 [sender.py:send():375] send: run
2023-06-01 11:39:20,553 INFO    SenderThread:18130 [dir_watcher.py:__init__():219] watching files in: /Users/boisalai/GitHub/mlops-zoomcamp-2023/notebooks/wandb/wandb/run-20230601_113920-hod4mr5f/files
2023-06-01 11:39:20,554 INFO    SenderThread:18130 [sender.py:_start_run_threads():1124] run started: hod4mr5f with start time 1685633960.297279
2023-06-01 11:39:20,554 DEBUG   SenderThread:18130 [sender.py:send_request():402] send_request: summary_record
2023-06-01 11:39:20,554 INFO    SenderThread:18130 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-01 11:39:20,555 DEBUG   HandlerThread:18130 [handler.py:handle_request():144] handle_request: check_version
2023-06-01 11:39:20,555 DEBUG   SenderThread:18130 [sender.py:send_request():402] send_request: check_version
2023-06-01 11:39:20,685 DEBUG   HandlerThread:18130 [handler.py:handle_request():144] handle_request: run_start
2023-06-01 11:39:20,701 DEBUG   HandlerThread:18130 [system_info.py:__init__():31] System info init
2023-06-01 11:39:20,701 DEBUG   HandlerThread:18130 [system_info.py:__init__():46] System info init done
2023-06-01 11:39:20,701 INFO    HandlerThread:18130 [system_monitor.py:start():181] Starting system monitor
2023-06-01 11:39:20,702 INFO    SystemMonitor:18130 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-01 11:39:20,702 INFO    HandlerThread:18130 [system_monitor.py:probe():201] Collecting system info
2023-06-01 11:39:20,702 INFO    SystemMonitor:18130 [interfaces.py:start():190] Started cpu monitoring
2023-06-01 11:39:20,703 DEBUG   HandlerThread:18130 [system_info.py:probe():195] Probing system
2023-06-01 11:39:20,703 INFO    SystemMonitor:18130 [interfaces.py:start():190] Started disk monitoring
2023-06-01 11:39:20,703 INFO    SystemMonitor:18130 [interfaces.py:start():190] Started memory monitoring
2023-06-01 11:39:20,704 INFO    SystemMonitor:18130 [interfaces.py:start():190] Started network monitoring
2023-06-01 11:39:20,708 DEBUG   HandlerThread:18130 [system_info.py:_probe_git():180] Probing git
2023-06-01 11:39:20,721 DEBUG   HandlerThread:18130 [system_info.py:_probe_git():188] Probing git done
2023-06-01 11:39:20,721 DEBUG   HandlerThread:18130 [system_info.py:probe():240] Probing system done
2023-06-01 11:39:20,721 DEBUG   HandlerThread:18130 [system_monitor.py:probe():210] {'os': 'macOS-13.3.1-arm64-i386-64bit', 'python': '3.9.16', 'heartbeatAt': '2023-06-01T15:39:20.703244', 'startedAt': '2023-06-01T15:39:20.291398', 'docker': None, 'cuda': None, 'args': ('--wandb_project', 'homework-wandb', '--wandb_entity', 'boisalai', '--data_artifact', 'boisalai/homework-wandb/NYC-Taxi:v0'), 'state': 'running', 'program': '/Users/boisalai/GitHub/mlops-zoomcamp-2023/notebooks/wandb/sweep.py', 'codePath': 'notebooks/wandb/sweep.py', 'git': {'remote': 'git@github.com:boisalai/mlops-zoomcamp-2023.git', 'commit': '58473340ef39f1b7b9c2e39d0cd712cf0f1180bd'}, 'email': 'ay.boisvert@gmail.com', 'root': '/Users/boisalai/GitHub/mlops-zoomcamp-2023', 'host': 'MacBook-Pro.local', 'username': 'boisalai', 'executable': '/Users/boisalai/miniconda3/envs/mlops-zoomcamp-env/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'total': 926.3517189025879, 'used': 11.049564361572266}, 'memory': {'total': 16.0}}
2023-06-01 11:39:20,721 INFO    HandlerThread:18130 [system_monitor.py:probe():211] Finished collecting system info
2023-06-01 11:39:20,721 INFO    HandlerThread:18130 [system_monitor.py:probe():214] Publishing system info
2023-06-01 11:39:20,721 DEBUG   HandlerThread:18130 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-01 11:39:20,722 DEBUG   HandlerThread:18130 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-01 11:39:20,722 DEBUG   HandlerThread:18130 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-06-01 11:39:21,557 INFO    Thread-12 :18130 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/boisalai/GitHub/mlops-zoomcamp-2023/notebooks/wandb/wandb/run-20230601_113920-hod4mr5f/files/conda-environment.yaml
2023-06-01 11:39:21,557 INFO    Thread-12 :18130 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/boisalai/GitHub/mlops-zoomcamp-2023/notebooks/wandb/wandb/run-20230601_113920-hod4mr5f/files/wandb-summary.json
2023-06-01 11:39:21,557 INFO    Thread-12 :18130 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/boisalai/GitHub/mlops-zoomcamp-2023/notebooks/wandb/wandb/run-20230601_113920-hod4mr5f/files/requirements.txt
2023-06-01 11:39:21,966 DEBUG   HandlerThread:18130 [system_info.py:_save_conda():86] Saving conda packages done
2023-06-01 11:39:21,966 INFO    HandlerThread:18130 [system_monitor.py:probe():216] Finished publishing system info
2023-06-01 11:39:21,968 DEBUG   SenderThread:18130 [sender.py:send():375] send: files
2023-06-01 11:39:21,968 INFO    SenderThread:18130 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-06-01 11:39:21,971 DEBUG   HandlerThread:18130 [handler.py:handle_request():144] handle_request: stop_status
