2023-06-01 11:40:12,745 INFO    StreamThr :18152 [internal.py:wandb_internal():86] W&B internal server running at pid: 18152, started at: 2023-06-01 11:40:12.745246
2023-06-01 11:40:12,746 DEBUG   HandlerThread:18152 [handler.py:handle_request():144] handle_request: status
2023-06-01 11:40:12,751 INFO    WriterThread:18152 [datastore.py:open_for_write():85] open: /Users/boisalai/GitHub/mlops-zoomcamp-2023/notebooks/wandb/wandb/run-20230601_114012-04ndhsrb/run-04ndhsrb.wandb
2023-06-01 11:40:12,752 DEBUG   SenderThread:18152 [sender.py:send():375] send: header
2023-06-01 11:40:12,767 DEBUG   SenderThread:18152 [sender.py:send():375] send: run
2023-06-01 11:40:13,017 INFO    SenderThread:18152 [dir_watcher.py:__init__():219] watching files in: /Users/boisalai/GitHub/mlops-zoomcamp-2023/notebooks/wandb/wandb/run-20230601_114012-04ndhsrb/files
2023-06-01 11:40:13,017 INFO    SenderThread:18152 [sender.py:_start_run_threads():1124] run started: 04ndhsrb with start time 1685634012.745999
2023-06-01 11:40:13,017 DEBUG   SenderThread:18152 [sender.py:send_request():402] send_request: summary_record
2023-06-01 11:40:13,017 INFO    SenderThread:18152 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-01 11:40:13,017 DEBUG   HandlerThread:18152 [handler.py:handle_request():144] handle_request: check_version
2023-06-01 11:40:13,017 DEBUG   SenderThread:18152 [sender.py:send_request():402] send_request: check_version
2023-06-01 11:40:13,111 DEBUG   HandlerThread:18152 [handler.py:handle_request():144] handle_request: run_start
2023-06-01 11:40:13,123 DEBUG   HandlerThread:18152 [system_info.py:__init__():31] System info init
2023-06-01 11:40:13,123 DEBUG   HandlerThread:18152 [system_info.py:__init__():46] System info init done
2023-06-01 11:40:13,123 INFO    HandlerThread:18152 [system_monitor.py:start():181] Starting system monitor
2023-06-01 11:40:13,123 INFO    SystemMonitor:18152 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-01 11:40:13,124 INFO    HandlerThread:18152 [system_monitor.py:probe():201] Collecting system info
2023-06-01 11:40:13,124 DEBUG   HandlerThread:18152 [system_info.py:probe():195] Probing system
2023-06-01 11:40:13,125 INFO    SystemMonitor:18152 [interfaces.py:start():190] Started cpu monitoring
2023-06-01 11:40:13,125 INFO    SystemMonitor:18152 [interfaces.py:start():190] Started disk monitoring
2023-06-01 11:40:13,125 INFO    SystemMonitor:18152 [interfaces.py:start():190] Started memory monitoring
2023-06-01 11:40:13,126 INFO    SystemMonitor:18152 [interfaces.py:start():190] Started network monitoring
2023-06-01 11:40:13,130 DEBUG   HandlerThread:18152 [system_info.py:_probe_git():180] Probing git
2023-06-01 11:40:13,143 DEBUG   HandlerThread:18152 [system_info.py:_probe_git():188] Probing git done
2023-06-01 11:40:13,143 DEBUG   HandlerThread:18152 [system_info.py:probe():240] Probing system done
2023-06-01 11:40:13,143 DEBUG   HandlerThread:18152 [system_monitor.py:probe():210] {'os': 'macOS-13.3.1-arm64-i386-64bit', 'python': '3.9.16', 'heartbeatAt': '2023-06-01T15:40:13.124505', 'startedAt': '2023-06-01T15:40:12.734079', 'docker': None, 'cuda': None, 'args': ('--wandb_project', 'homework-wandb', '--wandb_entity', 'boisalai', '--data_artifact', 'boisalai/homework-wandb/NYC-Taxi:v0'), 'state': 'running', 'program': '/Users/boisalai/GitHub/mlops-zoomcamp-2023/notebooks/wandb/sweep.py', 'codePath': 'notebooks/wandb/sweep.py', 'git': {'remote': 'git@github.com:boisalai/mlops-zoomcamp-2023.git', 'commit': '58473340ef39f1b7b9c2e39d0cd712cf0f1180bd'}, 'email': 'ay.boisvert@gmail.com', 'root': '/Users/boisalai/GitHub/mlops-zoomcamp-2023', 'host': 'MacBook-Pro.local', 'username': 'boisalai', 'executable': '/Users/boisalai/miniconda3/envs/mlops-zoomcamp-env/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'total': 926.3517189025879, 'used': 11.049564361572266}, 'memory': {'total': 16.0}}
2023-06-01 11:40:13,143 INFO    HandlerThread:18152 [system_monitor.py:probe():211] Finished collecting system info
2023-06-01 11:40:13,143 INFO    HandlerThread:18152 [system_monitor.py:probe():214] Publishing system info
2023-06-01 11:40:13,143 DEBUG   HandlerThread:18152 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-01 11:40:13,143 DEBUG   HandlerThread:18152 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-01 11:40:13,144 DEBUG   HandlerThread:18152 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
