2023-06-01 11:39:10,089 INFO    StreamThr :18120 [internal.py:wandb_internal():86] W&B internal server running at pid: 18120, started at: 2023-06-01 11:39:10.089302
2023-06-01 11:39:10,090 DEBUG   HandlerThread:18120 [handler.py:handle_request():144] handle_request: status
2023-06-01 11:39:10,094 INFO    WriterThread:18120 [datastore.py:open_for_write():85] open: /Users/boisalai/GitHub/mlops-zoomcamp-2023/notebooks/wandb/wandb/run-20230601_113910-zpc73dwe/run-zpc73dwe.wandb
2023-06-01 11:39:10,095 DEBUG   SenderThread:18120 [sender.py:send():375] send: header
2023-06-01 11:39:10,106 DEBUG   SenderThread:18120 [sender.py:send():375] send: run
2023-06-01 11:39:10,446 INFO    SenderThread:18120 [dir_watcher.py:__init__():219] watching files in: /Users/boisalai/GitHub/mlops-zoomcamp-2023/notebooks/wandb/wandb/run-20230601_113910-zpc73dwe/files
2023-06-01 11:39:10,447 INFO    SenderThread:18120 [sender.py:_start_run_threads():1124] run started: zpc73dwe with start time 1685633950.089599
2023-06-01 11:39:10,447 DEBUG   SenderThread:18120 [sender.py:send_request():402] send_request: summary_record
2023-06-01 11:39:10,447 DEBUG   HandlerThread:18120 [handler.py:handle_request():144] handle_request: check_version
2023-06-01 11:39:10,447 INFO    SenderThread:18120 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-01 11:39:10,447 DEBUG   SenderThread:18120 [sender.py:send_request():402] send_request: check_version
2023-06-01 11:39:10,557 DEBUG   HandlerThread:18120 [handler.py:handle_request():144] handle_request: run_start
2023-06-01 11:39:10,575 DEBUG   HandlerThread:18120 [system_info.py:__init__():31] System info init
2023-06-01 11:39:10,575 DEBUG   HandlerThread:18120 [system_info.py:__init__():46] System info init done
2023-06-01 11:39:10,575 INFO    HandlerThread:18120 [system_monitor.py:start():181] Starting system monitor
2023-06-01 11:39:10,575 INFO    SystemMonitor:18120 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-01 11:39:10,575 INFO    HandlerThread:18120 [system_monitor.py:probe():201] Collecting system info
2023-06-01 11:39:10,576 INFO    SystemMonitor:18120 [interfaces.py:start():190] Started cpu monitoring
2023-06-01 11:39:10,576 DEBUG   HandlerThread:18120 [system_info.py:probe():195] Probing system
2023-06-01 11:39:10,576 INFO    SystemMonitor:18120 [interfaces.py:start():190] Started disk monitoring
2023-06-01 11:39:10,577 INFO    SystemMonitor:18120 [interfaces.py:start():190] Started memory monitoring
2023-06-01 11:39:10,577 INFO    SystemMonitor:18120 [interfaces.py:start():190] Started network monitoring
2023-06-01 11:39:10,582 DEBUG   HandlerThread:18120 [system_info.py:_probe_git():180] Probing git
2023-06-01 11:39:10,595 DEBUG   HandlerThread:18120 [system_info.py:_probe_git():188] Probing git done
2023-06-01 11:39:10,595 DEBUG   HandlerThread:18120 [system_info.py:probe():240] Probing system done
2023-06-01 11:39:10,595 DEBUG   HandlerThread:18120 [system_monitor.py:probe():210] {'os': 'macOS-13.3.1-arm64-i386-64bit', 'python': '3.9.16', 'heartbeatAt': '2023-06-01T15:39:10.576995', 'startedAt': '2023-06-01T15:39:10.079273', 'docker': None, 'cuda': None, 'args': ('--wandb_project', 'homework-wandb', '--wandb_entity', 'boisalai', '--data_artifact', 'boisalai/homework-wandb/NYC-Taxi:v0'), 'state': 'running', 'program': '/Users/boisalai/GitHub/mlops-zoomcamp-2023/notebooks/wandb/sweep.py', 'codePath': 'notebooks/wandb/sweep.py', 'git': {'remote': 'git@github.com:boisalai/mlops-zoomcamp-2023.git', 'commit': '58473340ef39f1b7b9c2e39d0cd712cf0f1180bd'}, 'email': 'ay.boisvert@gmail.com', 'root': '/Users/boisalai/GitHub/mlops-zoomcamp-2023', 'host': 'MacBook-Pro.local', 'username': 'boisalai', 'executable': '/Users/boisalai/miniconda3/envs/mlops-zoomcamp-env/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'total': 926.3517189025879, 'used': 11.049564361572266}, 'memory': {'total': 16.0}}
2023-06-01 11:39:10,595 INFO    HandlerThread:18120 [system_monitor.py:probe():211] Finished collecting system info
2023-06-01 11:39:10,595 INFO    HandlerThread:18120 [system_monitor.py:probe():214] Publishing system info
2023-06-01 11:39:10,596 DEBUG   HandlerThread:18120 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-01 11:39:10,596 DEBUG   HandlerThread:18120 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-01 11:39:10,596 DEBUG   HandlerThread:18120 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-06-01 11:39:11,453 INFO    Thread-12 :18120 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/boisalai/GitHub/mlops-zoomcamp-2023/notebooks/wandb/wandb/run-20230601_113910-zpc73dwe/files/wandb-summary.json
2023-06-01 11:39:11,453 INFO    Thread-12 :18120 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/boisalai/GitHub/mlops-zoomcamp-2023/notebooks/wandb/wandb/run-20230601_113910-zpc73dwe/files/requirements.txt
